Date,High,Low,Open,Close,Volume,Adj Close,5_p,10_p,20_p,50_p,WVAP_1,WVAP_2,RSI,12,26,MACD,Signal
11-05-2020,52.83,52.38,52.61,52.4,6459300,52.008,52.296,52.51,52.364,50.72,52.274,51.301,43.867,52.311,51.803,0.508,0.562
12-05-2020,52.64,51.08,52.64,51.1,8584500,50.717,52.174,52.344,52.387,50.622,52.321,51.22,41.354,52.125,51.751,0.373,0.525
13-05-2020,52.02,50.48,51.91,50.92,8611000,50.539,51.932,51.988,52.45,50.543,52.395,51.127,27.916,51.939,51.69,0.25,0.47
14-05-2020,52.15,49.79,50.43,52.1,13695600,51.71,51.886,51.885,52.435,50.444,52.371,51.066,43.473,51.964,51.72,0.244,0.424
15-05-2020,51.05,49.38,50.56,49.8,17777200,49.427,51.264,51.755,52.24,50.325,52.023,50.968,42.034,51.631,51.578,0.053,0.35
18-05-2020,52.19,50.77,50.94,51.87,12731100,51.482,51.158,51.727,52.204,50.261,51.981,50.937,48.475,51.668,51.599,0.068,0.294
19-05-2020,51.46,50.8,51.35,50.81,12940300,50.429,51.1,51.637,52.176,50.241,51.94,50.884,45.408,51.536,51.541,-0.005,0.234
20-05-2020,52.09,50.5,51.58,51.84,8406200,51.452,51.284,51.608,52.121,50.187,51.888,50.838,48.607,51.583,51.563,0.02,0.191
21-05-2020,52.21,50.69,52.1,50.75,7842600,50.37,51.014,51.45,52.026,50.157,51.806,50.764,43.009,51.455,51.503,-0.048,0.143
22-05-2020,50.86,49.61,50.84,49.8,12462300,49.427,51.014,51.139,51.88,50.18,51.641,50.697,36.675,51.2,51.377,-0.177,0.079
26-05-2020,51.4,50.79,51.3,50.82,8872000,50.439,50.804,50.981,51.745,50.151,51.544,50.631,43.514,51.142,51.335,-0.194,0.025
27-05-2020,51.74,50.75,51.03,51.74,11405700,51.353,50.99,51.045,51.694,50.288,51.501,50.533,52.712,51.234,51.365,-0.132,-0.007
28-05-2020,51.62,50.1,51.46,50.28,8178700,49.903,50.678,50.981,51.484,50.323,51.314,50.426,47.554,51.087,51.285,-0.198,-0.045
29-05-2020,50.73,49.86,50.34,50.33,10919200,49.953,50.594,50.804,51.344,50.442,51.199,50.318,42.594,50.97,51.214,-0.244,-0.085
01-06-2020,51.28,50.54,50.91,51.03,6187300,50.648,50.84,50.927,51.341,50.585,51.199,50.237,55.942,50.98,51.201,-0.221,-0.112
02-06-2020,52.04,51.29,51.45,52.01,6063600,51.62,51.078,50.941,51.334,50.735,51.188,50.152,50.756,51.138,51.261,-0.122,-0.114
03-06-2020,53.25,52.42,52.64,53.06,8380200,52.663,51.342,51.166,51.401,50.891,51.249,50.154,62.162,51.434,51.394,0.04,-0.083
04-06-2020,54.37,53.03,53.06,54.28,13269500,53.874,52.142,51.41,51.509,50.999,51.419,50.16,62.924,51.872,51.608,0.264,-0.014
05-06-2020,56.34,55.06,55.5,55.2,9776100,54.787,53.116,51.855,51.652,51.123,51.58,50.192,74.002,52.384,51.874,0.51,0.091
08-06-2020,55.78,54.71,55.74,55.57,6302100,55.154,54.024,52.432,51.785,51.237,51.665,50.29,83.199,52.874,52.148,0.726,0.218
09-06-2020,56.63,54.95,55.29,56.61,9355100,56.186,54.944,53.011,51.996,51.431,51.871,50.342,83.238,53.449,52.478,0.971,0.369
10-06-2020,58.04,56.82,56.82,57.55,9194300,57.119,55.842,53.592,52.318,51.625,52.162,50.613,83.276,54.08,52.854,1.226,0.54
11-06-2020,56.41,55.01,55.85,55.04,9877100,54.628,55.994,54.068,52.524,51.77,52.354,50.738,74.335,54.227,53.016,1.212,0.674
12-06-2020,56.87,55.35,56.5,56,9838800,55.581,56.154,54.635,52.719,51.96,52.551,50.998,76.52,54.5,53.237,1.263,0.792
15-06-2020,56.12,54.52,54.71,56.02,7509700,55.6,56.244,55.134,53.031,52.118,52.946,51.205,74.925,54.734,53.443,1.291,0.892
16-06-2020,57,55.54,56.59,55.8,8827200,55.382,56.082,55.513,53.227,52.293,53.156,51.447,70.486,54.898,53.618,1.28,0.97
17-06-2020,56.82,55.89,56.15,56.6,8248700,56.176,55.892,55.867,53.516,52.425,53.481,51.64,69.667,55.16,53.838,1.321,1.04
18-06-2020,56.54,55.79,56.04,56.15,6831500,56.15,56.114,56.054,53.732,52.554,53.659,51.757,61.361,55.312,54.01,1.302,1.092
19-06-2020,56.5,55.27,56.48,55.31,6965100,55.31,55.976,56.065,53.96,52.655,53.852,51.851,50.675,55.312,54.106,1.206,1.115
22-06-2020,56,55.32,55.5,56,4480400,56,55.972,56.108,54.27,52.808,54.204,51.924,52.538,55.418,54.246,1.171,1.126
23-06-2020,57.16,56.53,56.64,56.76,7836500,56.76,56.164,56.123,54.567,52.968,54.5,52.108,50.916,55.624,54.433,1.192,1.139
24-06-2020,57.06,56.16,56.71,56.58,7080200,56.58,56.16,56.026,54.809,53.087,54.779,52.234,43.472,55.771,54.592,1.18,1.147
25-06-2020,57.09,55.95,56.56,57.04,4509600,57.04,56.338,56.226,55.147,53.235,55.071,52.355,68.587,55.966,54.773,1.193,1.157
26-06-2020,57.26,56.21,57,56.33,6229300,56.33,56.542,56.259,55.447,53.314,55.451,52.499,53.216,56.022,54.888,1.134,1.152
29-06-2020,56.41,55.66,56.34,56.39,5016600,56.39,56.62,56.296,55.715,53.368,55.657,52.587,53.578,56.079,55,1.079,1.138
30-06-2020,56.99,56.19,56.25,56.77,7158700,56.77,56.622,56.393,55.953,53.451,55.849,52.701,59.099,56.185,55.131,1.055,1.121
01-07-2020,57.47,56.76,56.97,56.82,6866500,56.82,56.67,56.415,56.141,53.56,56.042,52.792,52.402,56.283,55.256,1.027,1.102
02-07-2020,59.07,57.95,57.95,58.62,10021200,58.62,56.986,56.662,56.358,53.674,56.366,52.94,70.826,56.642,55.505,1.137,1.109
06-07-2020,62.13,60.56,60.67,61.88,12725600,61.88,58.096,57.319,56.692,53.858,56.893,53.182,89.341,57.448,55.977,1.471,1.182
07-07-2020,61.5,60.68,61.26,60.71,6672300,60.71,58.96,57.79,56.949,54.018,57.111,53.388,76.67,57.95,56.328,1.622,1.27
08-07-2020,62.74,61.5,61.64,62.59,8721900,62.59,60.124,58.373,57.248,54.2,57.45,53.624,79.297,58.664,56.792,1.872,1.39
09-07-2020,64.97,62.89,62.95,64.78,16903300,64.78,61.716,59.193,57.61,54.44,58.208,54.036,84.281,59.605,57.383,2.221,1.556
10-07-2020,64.56,63.19,64.47,63.85,10700000,63.85,62.762,59.874,58.05,54.627,58.77,54.307,77.393,60.258,57.862,2.396,1.724
13-07-2020,67.08,64.98,65.2,65.07,16667700,65.07,63.4,60.748,58.503,54.866,59.548,54.707,83.771,60.998,58.396,2.602,1.9
14-07-2020,67.03,65.33,66,66.96,10482700,66.96,64.65,61.805,59.05,55.183,60.15,54.968,85.782,61.915,59.031,2.885,2.097
15-07-2020,67.21,65.16,67.18,66.06,12432500,66.06,65.344,62.734,59.563,55.462,60.784,55.267,80.379,62.553,59.551,3.002,2.278
16-07-2020,66.63,64.32,65.38,66.59,15709400,66.59,65.706,63.711,60.063,55.759,61.467,55.69,80.977,63.174,60.073,3.101,2.443
17-07-2020,68,66.37,67.31,66.4,11716600,66.4,66.216,64.489,60.575,56.045,61.965,55.961,77.472,63.67,60.541,3.129,2.58
20-07-2020,66.98,65.8,66.7,66.89,6357300,66.89,66.58,64.99,61.154,56.336,62.378,56.135,71.993,64.166,61.012,3.154,2.695
21-07-2020,69.25,67.71,68.84,67.81,10621300,67.81,66.75,65.7,61.745,56.634,62.822,56.397,81.867,64.726,61.515,3.211,2.798
22-07-2020,68.9,68.03,68.1,68.53,7366100,68.53,67.244,66.294,62.333,56.956,63.283,56.589,79.76,65.312,62.035,3.277,2.894
23-07-2020,68.5,66.75,68.26,67.37,8559500,67.37,67.4,66.553,62.873,57.282,63.705,56.816,64.469,65.628,62.43,3.198,2.955
24-07-2020,76.89,71.35,71.4,73.9,41226800,73.9,68.9,67.558,63.716,57.741,65.645,58.058,84.536,66.901,63.28,3.621,3.088
27-07-2020,83.4,80.43,81.36,83.25,39899200,83.25,72.172,69.376,65.062,58.364,68.506,59.739,90.079,69.416,64.759,4.657,3.402
28-07-2020,79.58,76.49,79.35,76.92,31500100,76.92,73.994,70.372,66.088,58.907,69.62,60.725,68.363,70.571,65.66,4.911,3.704
29-07-2020,83.37,77.06,77.11,82.67,28304000,82.67,76.822,72.033,67.383,59.523,71.092,61.766,75.977,72.432,66.92,5.512,4.065
30-07-2020,81.28,78.61,80.01,79.93,16820300,79.93,79.334,73.367,68.539,60.105,71.855,62.341,69.514,73.586,67.884,5.702,4.393
31-07-2020,79.77,77.51,79.63,78.89,12027100,78.89,80.332,74.616,69.552,60.646,72.523,62.762,67.828,74.402,68.699,5.703,4.655
03-08-2020,79.15,77.41,77.77,78.95,10129800,78.95,79.472,75.822,70.406,61.21,73.144,63.089,67.428,75.101,69.458,5.643,4.852
,,,,,,,,,,,,,,,,,
Data Aggregation (Roll-UP),,,,,,,,,,,,,,,,,
31-01-2020,55.48,53.6,55.43,53.94,13467200,53.033,55.856,56.966,57.889,,57.641,,24.388,56.92,57.965,-1.045,-0.677
28-02-2020,54.05,51,51.35,53.84,13607700,52.935,54.028,55.422,56.361,,55.886,,26.835,55.37,56.418,-1.047,-0.699
31-03-2020,49.03,47.66,47.8,47.79,9595700,47.432,48.278,46.831,49.456,53.687,49.31,53.662,47.419,48.191,50.155,-1.964,-2.232
30-04-2020,54.41,52.96,54.2,53.13,6337900,52.732,53.322,52.985,51.239,51.07,51.319,51.703,53.582,52.47,51.542,0.928,0.569
29-05-2020,50.73,49.86,50.34,50.33,10919200,49.953,50.594,50.804,51.344,50.442,51.199,50.318,42.594,50.97,51.214,-0.244,-0.085
30-06-2020,56.99,56.19,56.25,56.77,7158700,56.77,56.622,56.393,55.953,53.451,55.849,52.701,59.099,56.185,55.131,1.055,1.121
31-07-2020,79.77,77.51,79.63,78.89,12027100,78.89,80.332,74.616,69.552,60.646,72.523,62.762,67.828,74.402,68.699,5.703,4.655
